CUSTID,SDATE,店舗,商品,数量,単価,小計
104598,2024-04-02,店舗1,商品12,4,194,776
105427,2024-04-02,店舗1,商品12,1,194,194
105427,2024-04-02,店舗1,商品12,4,194,776
100766,2024-04-02,店舗2,商品07,7,172,1204
101160,2024-04-02,店舗2,商品09,4,172,688
101194,2024-04-02,店舗2,商品04,2,194,388
101836,2024-04-02,店舗2,商品08,2,194,388
102045,2024-04-02,店舗2,商品01,3,172,516
102045,2024-04-02,店舗2,商品01,3,172,516
102327,2024-04-02,店舗2,商品03,1,421,421
102417,2024-04-02,店舗2,商品03,1,421,421
102417,2024-04-02,店舗2,商品03,1,421,421
102728,2024-04-02,店舗2,商品01,2,172,344
104120,2024-04-02,店舗2,商品04,3,194,582
104371,2024-04-02,店舗2,商品09,3,172,516
104848,2024-04-02,店舗2,商品09,5,172,860
104852,2024-04-02,店舗2,商品01,3,172,516
105868,2024-04-02,店舗2,商品10,2,194,388
101103,2024-04-03,店舗1,商品12,3,194,582
102420,2024-04-03,店舗1,商品12,3,194,582
102420,2024-04-03,店舗1,商品12,3,194,582
102420,2024-04-03,店舗1,商品12,5,194,970
102530,2024-04-03,店舗1,商品12,4,194,776
102697,2024-04-03,店舗1,商品12,3,194,582
104024,2024-04-03,店舗1,商品12,6,194,1164
104604,2024-04-03,店舗1,商品12,3,194,582
104908,2024-04-03,店舗1,商品12,5,194,970
105967,2024-04-03,店舗1,商品12,4,194,776
100780,2024-04-03,店舗2,商品09,2,172,344
100780,2024-04-03,店舗2,商品09,1,172,172
101427,2024-04-03,店舗2,商品07,2,172,344
101591,2024-04-03,店舗2,商品08,2,194,388
101591,2024-04-03,店舗2,商品08,2,194,388
101591,2024-04-03,店舗2,商品08,3,194,582
101591,2024-04-03,店舗2,商品08,2,194,388
101679,2024-04-03,店舗2,商品08,3,194,582
101999,2024-04-03,店舗2,商品07,2,172,344
102865,2024-04-03,店舗2,商品09,2,172,344
102865,2024-04-03,店舗2,商品09,2,172,344
103090,2024-04-03,店舗2,商品07,2,172,344
103168,2024-04-03,店舗2,商品09,2,172,344
104005,2024-04-03,店舗2,商品07,3,172,516
104258,2024-04-03,店舗2,商品05,4,194,776
104552,2024-04-03,店舗2,商品05,2,194,388
104552,2024-04-03,店舗2,商品06,2,194,388
105497,2024-04-03,店舗2,商品01,2,172,344
105780,2024-04-03,店舗2,商品04,3,194,582
105780,2024-04-03,店舗2,商品09,2,172,344
100181,2024-04-04,店舗1,商品12,3,194,582
102337,2024-04-04,店舗1,商品12,6,194,1164
102337,2024-04-04,店舗1,商品12,2,194,388
102780,2024-04-04,店舗1,商品12,3,194,582
103060,2024-04-04,店舗1,商品12,4,194,776
105307,2024-04-04,店舗1,商品12,3,194,582
105307,2024-04-04,店舗1,商品12,3,194,582
105414,2024-04-04,店舗1,商品12,4,194,776
105813,2024-04-04,店舗1,商品10,2,194,388
105813,2024-04-04,店舗1,商品10,3,194,582
105813,2024-04-04,店舗1,商品12,2,194,388
100138,2024-04-04,店舗2,商品04,2,194,388
100891,2024-04-04,店舗2,商品07,3,172,516
100956,2024-04-04,店舗2,商品08,3,194,582
101209,2024-04-04,店舗2,商品04,2,194,388
101209,2024-04-04,店舗2,商品04,2,194,388
101451,2024-04-04,店舗2,商品08,3,194,582
102703,2024-04-04,店舗2,商品10,2,194,388
104373,2024-04-04,店舗2,商品05,1,194,194
104373,2024-04-04,店舗2,商品05,2,194,388
104373,2024-04-04,店舗2,商品05,1,194,194
104763,2024-04-04,店舗2,商品07,2,172,344
104763,2024-04-04,店舗2,商品07,2,172,344
104780,2024-04-04,店舗2,商品04,2,194,388
104780,2024-04-04,店舗2,商品04,2,194,388
104780,2024-04-04,店舗2,商品04,2,194,388
105068,2024-04-04,店舗2,商品01,2,172,344
105093,2024-04-04,店舗2,商品08,1,194,194
105552,2024-04-04,店舗2,商品06,2,194,388
105552,2024-04-04,店舗2,商品06,1,194,194
105552,2024-04-04,店舗2,商品06,3,194,582
105615,2024-04-04,店舗2,商品09,2,172,344
100713,2024-04-05,店舗1,商品12,8,194,1552
100853,2024-04-05,店舗1,商品12,5,194,970
101637,2024-04-05,店舗1,商品12,5,194,970
103163,2024-04-05,店舗1,商品07,9,172,1548
103732,2024-04-05,店舗1,商品12,8,194,1552
104976,2024-04-05,店舗1,商品12,7,194,1358
104980,2024-04-05,店舗1,商品12,4,194,776
105461,2024-04-05,店舗1,商品12,3,194,582
105863,2024-04-05,店舗1,商品12,3,194,582
101266,2024-04-05,店舗2,商品09,3,172,516
101608,2024-04-05,店舗2,商品09,3,172,516
101699,2024-04-05,店舗2,商品01,2,172,344
102334,2024-04-05,店舗2,商品07,6,172,1032
102371,2024-04-05,店舗2,商品07,3,172,516
103084,2024-04-05,店舗2,商品05,4,194,776
103088,2024-04-05,店舗2,商品01,2,172,344
103689,2024-04-05,店舗2,商品09,3,172,516
104197,2024-04-05,店舗2,商品07,6,172,1032
104251,2024-04-05,店舗2,商品07,3,172,516
104373,2024-04-05,店舗2,商品01,3,172,516
104523,2024-04-05,店舗2,商品01,2,172,344
105026,2024-04-05,店舗2,商品04,2,194,388
105667,2024-04-05,店舗2,商品09,5,172,860
105740,2024-04-05,店舗2,商品08,3,194,582
100064,2024-04-06,店舗1,商品12,5,194,970
100929,2024-04-06,店舗1,商品01,6,172,1032
100929,2024-04-06,店舗1,商品12,6,194,1164
101266,2024-04-06,店舗1,商品12,8,194,1552
101687,2024-04-06,店舗1,商品12,7,194,1358
101711,2024-04-06,店舗1,商品12,7,194,1358
102145,2024-04-06,店舗1,商品12,6,194,1164
102798,2024-04-06,店舗1,商品12,7,194,1358
102845,2024-04-06,店舗1,商品12,12,194,2328
102845,2024-04-06,店舗1,商品12,4,194,776
103366,2024-04-06,店舗1,商品12,6,194,1164
103503,2024-04-06,店舗1,商品11,1,594,594
103560,2024-04-06,店舗1,商品12,6,194,1164
103690,2024-04-06,店舗1,商品01,8,172,1376
103738,2024-04-06,店舗1,商品12,5,194,970
104114,2024-04-06,店舗1,商品04,4,194,776
104531,2024-04-06,店舗1,商品12,4,194,776
104531,2024-04-06,店舗1,商品12,5,194,970
104758,2024-04-06,店舗1,商品12,6,194,1164
104895,2024-04-06,店舗1,商品12,12,194,2328
104954,2024-04-06,店舗1,商品12,5,194,970
105813,2024-04-06,店舗1,商品10,1,194,194
105948,2024-04-06,店舗1,商品09,9,172,1548
105948,2024-04-06,店舗1,商品10,5,194,970
103808,2024-04-06,店舗2,商品01,2,172,344
104379,2024-04-06,店舗2,商品07,3,172,516
104443,2024-04-06,店舗2,商品09,1,172,172
105160,2024-04-06,店舗2,商品03,1,421,421
105160,2024-04-06,店舗2,商品03,1,421,421
105160,2024-04-06,店舗2,商品03,1,421,421
105160,2024-04-06,店舗2,商品03,1,421,421
105310,2024-04-06,店舗2,商品07,2,172,344
100170,2024-04-07,店舗1,商品01,8,172,1376
100170,2024-04-07,店舗1,商品01,5,172,860
100892,2024-04-07,店舗1,商品12,3,194,582
100988,2024-04-07,店舗1,商品12,6,194,1164
101659,2024-04-07,店舗1,商品12,5,194,970
102090,2024-04-07,店舗1,商品12,6,194,1164
102619,2024-04-07,店舗1,商品12,10,194,1940
102658,2024-04-07,店舗1,商品12,7,194,1358
102778,2024-04-07,店舗1,商品12,6,194,1164
102882,2024-04-07,店舗1,商品12,4,194,776
102931,2024-04-07,店舗1,商品12,8,194,1552
103049,2024-04-07,店舗1,商品12,7,194,1358
103049,2024-04-07,店舗1,商品12,6,194,1164
103226,2024-04-07,店舗1,商品12,8,194,1552
103364,2024-04-07,店舗1,商品07,9,172,1548
104332,2024-04-07,店舗1,商品12,4,194,776
104447,2024-04-07,店舗1,商品12,5,194,970
104671,2024-04-07,店舗1,商品12,5,194,970
104997,2024-04-07,店舗1,商品12,7,194,1358
105010,2024-04-07,店舗1,商品12,6,194,1164
105498,2024-04-07,店舗1,商品12,11,194,2134
105514,2024-04-07,店舗1,商品12,3,194,582
102098,2024-04-07,店舗2,商品05,1,194,194
104976,2024-04-07,店舗2,商品08,2,194,388
105312,2024-04-07,店舗2,商品08,3,194,582
105312,2024-04-07,店舗2,商品08,1,194,194
100809,2024-04-08,店舗1,商品12,3,194,582
100944,2024-04-08,店舗1,商品12,3,194,582
101265,2024-04-08,店舗1,商品12,3,194,582
101265,2024-04-08,店舗1,商品12,4,194,776
104424,2024-04-08,店舗1,商品12,4,194,776
105461,2024-04-08,店舗1,商品12,3,194,582
105739,2024-04-08,店舗1,商品12,3,194,582
105745,2024-04-08,店舗1,商品01,2,172,344
105745,2024-04-08,店舗1,商品12,7,194,1358
100468,2024-04-08,店舗2,商品04,2,194,388
100468,2024-04-08,店舗2,商品04,2,194,388
100750,2024-04-08,店舗2,商品07,2,172,344
100985,2024-04-08,店舗2,商品06,2,194,388
102123,2024-04-08,店舗2,商品08,3,194,582
102485,2024-04-08,店舗2,商品04,2,194,388
103084,2024-04-08,店舗2,商品06,3,194,582
103084,2024-04-08,店舗2,商品06,2,194,388
103084,2024-04-08,店舗2,商品06,2,194,388
103192,2024-04-08,店舗2,商品07,2,172,344
103437,2024-04-08,店舗2,商品04,2,194,388
103437,2024-04-08,店舗2,商品04,3,194,582
103437,2024-04-08,店舗2,商品09,3,172,516
104027,2024-04-08,店舗2,商品04,3,194,582
104169,2024-04-08,店舗2,商品10,3,194,582
104508,2024-04-08,店舗2,商品06,1,194,194
104508,2024-04-08,店舗2,商品08,2,194,388
104827,2024-04-08,店舗2,商品04,1,194,194
104880,2024-04-08,店舗2,商品07,2,172,344
100766,2024-04-09,店舗1,商品12,4,194,776
101303,2024-04-09,店舗1,商品12,4,194,776
101303,2024-04-09,店舗1,商品12,1,194,194
101303,2024-04-09,店舗1,商品12,3,194,582
101696,2024-04-09,店舗1,商品12,3,194,582
101696,2024-04-09,店舗1,商品12,2,194,388
101696,2024-04-09,店舗1,商品12,5,194,970
102642,2024-04-09,店舗1,商品12,2,194,388
102931,2024-04-09,店舗1,商品12,2,194,388
104269,2024-04-09,店舗1,商品12,3,194,582
104942,2024-04-09,店舗1,商品12,4,194,776
100501,2024-04-09,店舗2,商品08,2,194,388
100853,2024-04-09,店舗2,商品09,2,172,344
101065,2024-04-09,店舗2,商品05,4,194,776
101853,2024-04-09,店舗2,商品06,2,194,388
102198,2024-04-09,店舗2,商品08,5,194,970
102297,2024-04-09,店舗2,商品09,3,172,516
102374,2024-04-09,店舗2,商品08,2,194,388
102910,2024-04-09,店舗2,商品09,2,172,344
103518,2024-04-09,店舗2,商品06,3,194,582
103682,2024-04-09,店舗2,商品09,3,172,516
103682,2024-04-09,店舗2,商品09,2,172,344
104665,2024-04-09,店舗2,商品07,3,172,516
104665,2024-04-09,店舗2,商品07,3,172,516
105640,2024-04-09,店舗2,商品05,2,194,388
105938,2024-04-09,店舗2,商品07,4,172,688
100406,2024-04-10,店舗1,商品12,3,194,582
100667,2024-04-10,店舗1,商品12,5,194,970
100677,2024-04-10,店舗1,商品12,5,194,970
100677,2024-04-10,店舗1,商品12,8,194,1552
101980,2024-04-10,店舗1,商品12,5,194,970
103352,2024-04-10,店舗1,商品11,1,594,594
103408,2024-04-10,店舗1,商品12,4,194,776
103408,2024-04-10,店舗1,商品12,3,194,582
105658,2024-04-10,店舗1,商品12,3,194,582
100200,2024-04-10,店舗2,商品07,2,172,344
100891,2024-04-10,店舗2,商品08,3,194,582
101050,2024-04-10,店舗2,商品07,3,172,516
101618,2024-04-10,店舗2,商品10,5,194,970
102039,2024-04-10,店舗2,商品04,3,194,582
102700,2024-04-10,店舗2,商品08,2,194,388
103820,2024-04-10,店舗2,商品09,2,172,344
104058,2024-04-10,店舗2,商品04,4,194,776
104204,2024-04-10,店舗2,商品07,1,172,172
104665,2024-04-10,店舗2,商品09,4,172,688
104665,2024-04-10,店舗2,商品09,3,172,516
104867,2024-04-10,店舗2,商品09,3,172,516
104867,2024-04-10,店舗2,商品09,3,172,516
105191,2024-04-10,店舗2,商品09,3,172,516
105516,2024-04-10,店舗2,商品07,3,172,516
100633,2024-04-11,店舗1,商品12,4,194,776
100705,2024-04-11,店舗1,商品12,4,194,776
103366,2024-04-11,店舗1,商品12,4,194,776
104967,2024-04-11,店舗1,商品12,2,194,388
105104,2024-04-11,店舗1,商品12,6,194,1164
105458,2024-04-11,店舗1,商品12,7,194,1358
105458,2024-04-11,店舗1,商品12,6,194,1164
105863,2024-04-11,店舗1,商品12,4,194,776
100382,2024-04-11,店舗2,商品07,4,172,688
100382,2024-04-11,店舗2,商品09,3,172,516
100929,2024-04-11,店舗2,商品07,2,172,344
100944,2024-04-11,店舗2,商品04,3,194,582
100944,2024-04-11,店舗2,商品04,2,194,388
100944,2024-04-11,店舗2,商品07,1,172,172
101043,2024-04-11,店舗2,商品04,2,194,388
101220,2024-04-11,店舗2,商品09,3,172,516
101306,2024-04-11,店舗2,商品09,3,172,516
101406,2024-04-11,店舗2,商品01,2,172,344
101500,2024-04-11,店舗2,商品08,6,194,1164
102951,2024-04-11,店舗2,商品04,2,194,388
103107,2024-04-11,店舗2,商品07,2,172,344
104745,2024-04-11,店舗2,商品08,2,194,388
105860,2024-04-11,店舗2,商品09,3,172,516
101691,2024-04-12,店舗1,商品12,4,194,776
101691,2024-04-12,店舗1,商品12,3,194,582
101691,2024-04-12,店舗1,商品12,4,194,776
101731,2024-04-12,店舗1,商品07,3,172,516
101731,2024-04-12,店舗1,商品07,3,172,516
101731,2024-04-12,店舗1,商品07,2,172,344
101731,2024-04-12,店舗1,商品07,2,172,344
101731,2024-04-12,店舗1,商品07,4,172,688
101731,2024-04-12,店舗1,商品07,3,172,516
102862,2024-04-12,店舗1,商品12,3,194,582
103383,2024-04-12,店舗1,商品12,3,194,582
103494,2024-04-12,店舗1,商品12,2,194,388
104029,2024-04-12,店舗1,商品12,3,194,582
104029,2024-04-12,店舗1,商品12,3,194,582
104115,2024-04-12,店舗1,商品12,3,194,582
105231,2024-04-12,店舗1,商品12,3,194,582
105978,2024-04-12,店舗1,商品12,4,194,776
100389,2024-04-12,店舗2,商品09,2,172,344
100422,2024-04-12,店舗2,商品04,3,194,582
100422,2024-04-12,店舗2,商品04,2,194,388
100758,2024-04-12,店舗2,商品06,2,194,388
100774,2024-04-12,店舗2,商品07,3,172,516
101365,2024-04-12,店舗2,商品09,2,172,344
101586,2024-04-12,店舗2,商品01,3,172,516
103048,2024-04-12,店舗2,商品08,3,194,582
103570,2024-04-12,店舗2,商品04,2,194,388
103600,2024-04-12,店舗2,商品01,3,172,516
104088,2024-04-12,店舗2,商品09,2,172,344
104389,2024-04-12,店舗2,商品06,2,194,388
104389,2024-04-12,店舗2,商品06,2,194,388
104389,2024-04-12,店舗2,商品06,2,194,388
104389,2024-04-12,店舗2,商品06,2,194,388
104389,2024-04-12,店舗2,商品06,2,194,388
104725,2024-04-12,店舗2,商品09,2,172,344
105206,2024-04-12,店舗2,商品08,4,194,776
105640,2024-04-12,店舗2,商品01,4,172,688
100939,2024-04-13,店舗1,商品12,9,194,1746
101454,2024-04-13,店舗1,商品12,7,194,1358
101480,2024-04-13,店舗1,商品12,6,194,1164
101480,2024-04-13,店舗1,商品12,9,194,1746
101669,2024-04-13,店舗1,商品12,7,194,1358
101740,2024-04-13,店舗1,商品07,10,172,1720
102306,2024-04-13,店舗1,商品12,7,194,1358
102437,2024-04-13,店舗1,商品12,6,194,1164
102485,2024-04-13,店舗1,商品12,7,194,1358
102552,2024-04-13,店舗1,商品12,4,194,776
102918,2024-04-13,店舗1,商品12,8,194,1552
102931,2024-04-13,店舗1,商品12,7,194,1358
103303,2024-04-13,店舗1,商品12,8,194,1552
104144,2024-04-13,店舗1,商品12,7,194,1358
104144,2024-04-13,店舗1,商品12,4,194,776
104194,2024-04-13,店舗1,商品12,3,194,582
104199,2024-04-13,店舗1,商品12,5,194,970
104199,2024-04-13,店舗1,商品12,7,194,1358
104347,2024-04-13,店舗1,商品12,4,194,776
104492,2024-04-13,店舗1,商品12,3,194,582
104648,2024-04-13,店舗1,商品12,5,194,970
104722,2024-04-13,店舗1,商品12,7,194,1358
105092,2024-04-13,店舗1,商品12,9,194,1746
105299,2024-04-13,店舗1,商品12,2,194,388
100198,2024-04-13,店舗2,商品04,1,194,194
100198,2024-04-13,店舗2,商品04,2,194,388
100198,2024-04-13,店舗2,商品08,1,194,194
101328,2024-04-13,店舗2,商品04,1,194,194
103799,2024-04-13,店舗2,商品04,1,194,194
103859,2024-04-13,店舗2,商品07,3,172,516
104097,2024-04-13,店舗2,商品07,2,172,344
100012,2024-04-14,店舗1,商品12,8,194,1552
100550,2024-04-14,店舗1,商品12,4,194,776
100570,2024-04-14,店舗1,商品12,11,194,2134
101005,2024-04-14,店舗1,商品12,7,194,1358
101042,2024-04-14,店舗1,商品12,4,194,776
101204,2024-04-14,店舗1,商品12,4,194,776
102065,2024-04-14,店舗1,商品12,5,194,970
102889,2024-04-14,店舗1,商品05,8,194,1552
102889,2024-04-14,店舗1,商品05,8,194,1552
103394,2024-04-14,店舗1,商品12,5,194,970
103881,2024-04-14,店舗1,商品12,9,194,1746
103933,2024-04-14,店舗1,商品12,4,194,776
104226,2024-04-14,店舗1,商品12,9,194,1746
104409,2024-04-14,店舗1,商品12,6,194,1164
104572,2024-04-14,店舗1,商品12,4,194,776
104871,2024-04-14,店舗1,商品12,5,194,970
104879,2024-04-14,店舗1,商品12,8,194,1552
105052,2024-04-14,店舗1,商品12,8,194,1552
105052,2024-04-14,店舗1,商品12,9,194,1746
105228,2024-04-14,店舗1,商品11,2,594,1188
105236,2024-04-14,店舗1,商品12,7,194,1358
105468,2024-04-14,店舗1,商品12,5,194,970
100234,2024-04-14,店舗2,商品01,1,172,172
102374,2024-04-14,店舗2,商品08,2,194,388
102374,2024-04-14,店舗2,商品08,1,194,194
104295,2024-04-14,店舗2,商品04,1,194,194
104295,2024-04-14,店舗2,商品06,2,194,388
100192,2024-04-15,店舗1,商品12,5,194,970
103491,2024-04-15,店舗1,商品12,4,194,776
103775,2024-04-15,店舗1,商品12,6,194,1164
104194,2024-04-15,店舗1,商品12,4,194,776
104992,2024-04-15,店舗1,商品01,4,172,688
105092,2024-04-15,店舗1,商品12,6,194,1164
100184,2024-04-15,店舗2,商品09,1,172,172
100362,2024-04-15,店舗2,商品08,4,194,776
100709,2024-04-15,店舗2,商品04,4,194,776
100709,2024-04-15,店舗2,商品07,3,172,516
101713,2024-04-15,店舗2,商品08,2,194,388
101885,2024-04-15,店舗2,商品05,3,194,582
101885,2024-04-15,店舗2,商品05,2,194,388
101885,2024-04-15,店舗2,商品05,2,194,388
101885,2024-04-15,店舗2,商品05,2,194,388
103995,2024-04-15,店舗2,商品07,4,172,688
104111,2024-04-15,店舗2,商品09,2,172,344
104135,2024-04-15,店舗2,商品08,2,194,388
104371,2024-04-15,店舗2,商品09,2,172,344
104525,2024-04-15,店舗2,商品08,2,194,388
104623,2024-04-15,店舗2,商品04,2,194,388
104867,2024-04-15,店舗2,商品01,2,172,344
105025,2024-04-15,店舗2,商品01,3,172,516
102157,2024-04-16,店舗1,商品12,4,194,776
102331,2024-04-16,店舗1,商品12,5,194,970
103163,2024-04-16,店舗1,商品12,4,194,776
103223,2024-04-16,店舗1,商品12,1,194,194
104858,2024-04-16,店舗1,商品12,4,194,776
105299,2024-04-16,店舗1,商品12,5,194,970
105361,2024-04-16,店舗1,商品12,3,194,582
105361,2024-04-16,店舗1,商品12,4,194,776
105361,2024-04-16,店舗1,商品12,4,194,776
100223,2024-04-16,店舗2,商品06,3,194,582
100849,2024-04-16,店舗2,商品09,2,172,344
101087,2024-04-16,店舗2,商品04,2,194,388
101087,2024-04-16,店舗2,商品04,1,194,194
101242,2024-04-16,店舗2,商品05,3,194,582
101242,2024-04-16,店舗2,商品08,2,194,388
101584,2024-04-16,店舗2,商品04,2,194,388
101850,2024-04-16,店舗2,商品08,4,194,776
102700,2024-04-16,店舗2,商品08,3,194,582
103570,2024-04-16,店舗2,商品04,3,194,582
104503,2024-04-16,店舗2,商品04,2,194,388
104826,2024-04-16,店舗2,商品07,3,172,516
104826,2024-04-16,店舗2,商品07,2,172,344
104826,2024-04-16,店舗2,商品07,3,172,516
105078,2024-04-16,店舗2,商品09,2,172,344
105258,2024-04-16,店舗2,商品06,2,194,388
105742,2024-04-16,店舗2,商品09,3,172,516
101099,2024-04-17,店舗1,商品12,4,194,776
101099,2024-04-17,店舗1,商品12,3,194,582
101099,2024-04-17,店舗1,商品12,6,194,1164
102279,2024-04-17,店舗1,商品04,5,194,970
102345,2024-04-17,店舗1,商品12,5,194,970
102918,2024-04-17,店舗1,商品12,3,194,582
103192,2024-04-17,店舗1,商品12,3,194,582
104399,2024-04-17,店舗1,商品12,4,194,776
105109,2024-04-17,店舗1,商品12,4,194,776
100239,2024-04-17,店舗2,商品07,2,172,344
100648,2024-04-17,店舗2,商品01,3,172,516
101121,2024-04-17,店舗2,商品04,3,194,582
101625,2024-04-17,店舗2,商品01,2,172,344
102112,2024-04-17,店舗2,商品01,2,172,344
103168,2024-04-17,店舗2,商品07,2,172,344
103168,2024-04-17,店舗2,商品07,2,172,344
103272,2024-04-17,店舗2,商品07,3,172,516
103413,2024-04-17,店舗2,商品07,3,172,516
103477,2024-04-17,店舗2,商品01,5,172,860
104114,2024-04-17,店舗2,商品09,1,172,172
104114,2024-04-17,店舗2,商品09,3,172,516
104129,2024-04-17,店舗2,商品05,3,194,582
105128,2024-04-17,店舗2,商品07,4,172,688
105476,2024-04-17,店舗2,商品01,4,172,688
100071,2024-04-18,店舗1,商品12,4,194,776
100501,2024-04-18,店舗1,商品12,4,194,776
101692,2024-04-18,店舗1,商品12,4,194,776
102757,2024-04-18,店舗1,商品12,3,194,582
103223,2024-04-18,店舗1,商品12,2,194,388
103223,2024-04-18,店舗1,商品12,4,194,776
103223,2024-04-18,店舗1,商品12,4,194,776
103636,2024-04-18,店舗1,商品12,5,194,970
105688,2024-04-18,店舗1,商品12,2,194,388
105688,2024-04-18,店舗1,商品12,4,194,776
101062,2024-04-18,店舗2,商品01,2,172,344
101062,2024-04-18,店舗2,商品01,2,172,344
101155,2024-04-18,店舗2,商品06,2,194,388
101564,2024-04-18,店舗2,商品05,1,194,194
101564,2024-04-18,店舗2,商品09,1,172,172
101803,2024-04-18,店舗2,商品04,3,194,582
101980,2024-04-18,店舗2,商品04,1,194,194
101980,2024-04-18,店舗2,商品04,2,194,388
102997,2024-04-18,店舗2,商品08,2,194,388
103564,2024-04-18,店舗2,商品07,3,172,516
103648,2024-04-18,店舗2,商品07,3,172,516
103901,2024-04-18,店舗2,商品09,2,172,344
103901,2024-04-18,店舗2,商品09,2,172,344
103901,2024-04-18,店舗2,商品09,1,172,172
103901,2024-04-18,店舗2,商品09,4,172,688
104087,2024-04-18,店舗2,商品04,3,194,582
104548,2024-04-18,店舗2,商品09,2,172,344
105260,2024-04-18,店舗2,商品09,1,172,172
100067,2024-04-19,店舗1,商品12,2,194,388
101157,2024-04-19,店舗1,商品12,1,194,194
101157,2024-04-19,店舗1,商品12,3,194,582
101157,2024-04-19,店舗1,商品12,2,194,388
101157,2024-04-19,店舗1,商品12,3,194,582
101157,2024-04-19,店舗1,商品12,2,194,388
101157,2024-04-19,店舗1,商品12,1,194,194
101157,2024-04-19,店舗1,商品12,2,194,388
101157,2024-04-19,店舗1,商品12,2,194,388
101157,2024-04-19,店舗1,商品12,3,194,582
101157,2024-04-19,店舗1,商品12,3,194,582
101157,2024-04-19,店舗1,商品12,1,194,194
101157,2024-04-19,店舗1,商品12,3,194,582
101157,2024-04-19,店舗1,商品12,4,194,776
101215,2024-04-19,店舗1,商品12,2,194,388
101287,2024-04-19,店舗1,商品12,3,194,582
101384,2024-04-19,店舗1,商品12,2,194,388
101384,2024-04-19,店舗1,商品12,2,194,388
103857,2024-04-19,店舗1,商品12,2,194,388
103992,2024-04-19,店舗1,商品12,2,194,388
105245,2024-04-19,店舗1,商品12,3,194,582
105789,2024-04-19,店舗1,商品12,2,194,388
100026,2024-04-19,店舗2,商品07,1,172,172
100026,2024-04-19,店舗2,商品07,4,172,688
100400,2024-04-19,店舗2,商品05,1,194,194
100400,2024-04-19,店舗2,商品05,2,194,388
101559,2024-04-19,店舗2,商品09,3,172,516
102337,2024-04-19,店舗2,商品09,3,172,516
102892,2024-04-19,店舗2,商品07,2,172,344
103316,2024-04-19,店舗2,商品07,2,172,344
103316,2024-04-19,店舗2,商品07,3,172,516
103511,2024-04-19,店舗2,商品01,2,172,344
104567,2024-04-19,店舗2,商品08,2,194,388
104725,2024-04-19,店舗2,商品09,2,172,344
105427,2024-04-19,店舗2,商品05,2,194,388
105427,2024-04-19,店舗2,商品05,3,194,582
105427,2024-04-19,店舗2,商品05,1,194,194
105461,2024-04-19,店舗2,商品07,3,172,516
105461,2024-04-19,店舗2,商品10,2,194,388
105785,2024-04-19,店舗2,商品01,2,172,344
105840,2024-04-19,店舗2,商品07,3,172,516
105887,2024-04-19,店舗2,商品07,3,172,516
100127,2024-04-20,店舗1,商品12,6,194,1164
100527,2024-04-20,店舗1,商品12,9,194,1746
100587,2024-04-20,店舗1,商品12,3,194,582
100587,2024-04-20,店舗1,商品12,3,194,582
100587,2024-04-20,店舗1,商品12,6,194,1164
100864,2024-04-20,店舗1,商品07,5,172,860
100864,2024-04-20,店舗1,商品07,3,172,516
100864,2024-04-20,店舗1,商品07,4,172,688
100864,2024-04-20,店舗1,商品07,4,172,688
100982,2024-04-20,店舗1,商品12,6,194,1164
101306,2024-04-20,店舗1,商品12,5,194,970
101430,2024-04-20,店舗1,商品12,3,194,582
101430,2024-04-20,店舗1,商品12,5,194,970
101850,2024-04-20,店舗1,商品12,4,194,776
102212,2024-04-20,店舗1,商品12,5,194,970
102212,2024-04-20,店舗1,商品12,6,194,1164
102931,2024-04-20,店舗1,商品12,4,194,776
103157,2024-04-20,店舗1,商品12,4,194,776
103412,2024-04-20,店舗1,商品12,6,194,1164
104071,2024-04-20,店舗1,商品12,7,194,1358
104088,2024-04-20,店舗1,商品12,4,194,776
104133,2024-04-20,店舗1,商品12,7,194,1358
104202,2024-04-20,店舗1,商品12,7,194,1358
104293,2024-04-20,店舗1,商品12,13,194,2522
104545,2024-04-20,店舗1,商品12,9,194,1746
105171,2024-04-20,店舗1,商品12,4,194,776
105481,2024-04-20,店舗1,商品12,3,194,582
102207,2024-04-20,店舗2,商品07,2,172,344
102381,2024-04-20,店舗2,商品06,3,194,582
103168,2024-04-20,店舗2,商品07,2,172,344
103995,2024-04-20,店舗2,商品08,3,194,582
105944,2024-04-20,店舗2,商品04,1,194,194
100360,2024-04-21,店舗1,商品12,4,194,776
100381,2024-04-21,店舗1,商品12,6,194,1164
100415,2024-04-21,店舗1,商品12,3,194,582
100713,2024-04-21,店舗1,商品12,5,194,970
100722,2024-04-21,店舗1,商品12,5,194,970
100725,2024-04-21,店舗1,商品12,4,194,776
101099,2024-04-21,店舗1,商品12,3,194,582
101099,2024-04-21,店舗1,商品12,5,194,970
101099,2024-04-21,店舗1,商品12,4,194,776
101309,2024-04-21,店舗1,商品12,6,194,1164
101403,2024-04-21,店舗1,商品12,5,194,970
101403,2024-04-21,店舗1,商品12,5,194,970
101730,2024-04-21,店舗1,商品12,9,194,1746
101964,2024-04-21,店舗1,商品12,5,194,970
102284,2024-04-21,店舗1,商品12,8,194,1552
102284,2024-04-21,店舗1,商品12,3,194,582
103112,2024-04-21,店舗1,商品12,4,194,776
103417,2024-04-21,店舗1,商品12,4,194,776
103869,2024-04-21,店舗1,商品06,3,194,582
103869,2024-04-21,店舗1,商品06,4,194,776
103869,2024-04-21,店舗1,商品12,6,194,1164
103869,2024-04-21,店舗1,商品12,5,194,970
103869,2024-04-21,店舗1,商品12,6,194,1164
